Score,Card_A_Claiming,Title_A,Card_B_Negating,Title_B,Claim_Text,Negate_Text,LLM_Decision,LLM_Reason,LLM_Decision,LLM_Reason
0.749,CCC-0847,교회 밖 구원 가능성,UNAM-SANCTAM,교황 복종이 구원에 절대 필요,자기 잘못 없이 그리스도와 교회를 모르는 자도 구원받을 수 있다,가톨릭 교회 밖에서 구원이 가능하다는 명제,YES,A가 주장하는 '교회 밖의 자도 구원받을 수 있다'는 명제가 정확히 B가 단죄하는 '가톨릭 교회 밖에서 구원이 가능하다'는 명제와 사실상 동일하다.,YES,A가 주장하는 '교회 밖의 자도 구원받을 수 있다'는 명제가 정확히 B가 단죄하는 '가톨릭 교회 밖에서 구원이 가능하다'는 명제와 사실상 동일하다.
0.742,VAT1-PASTOR-AETERNUS,교황 무류성 선언 (Ex Cathedra),CCC-880_896,교황 수위권 (Primacy),교황의 수위권(primatus)은 전체 교회에 대한 관할권(iurisdictio)을 포함한다,"교황은 단지 주교들 중 '동등한 자들 가운데 첫째(Primus inter pares)'일 뿐, 전체 교회에 대한 최고 재치권을 갖지 않는다.",YES,A가 주장하는 '교황의 최고 관할권 포함'이 B가 단죄하는 '최고 재치권 부재' 명제와 정면 충돌합니다. 동일한 명제의 긍정과 부정입니다.,YES,A가 주장하는 '교황의 최고 관할권 포함'이 B가 단죄하는 '최고 재치권 부재' 명제와 정면 충돌합니다. 동일한 명제의 긍정과 부정입니다.
0.74,CCC-0491,마리아 무염시태,CCC-1213_1284,세례 성사의 은총,이 은총은 그리스도의 구속 공로를 미리 적용한 것이다,세례를 받은 후에도 원죄가 그대로 남아 있다(형식적인 덮음만 있다).,YES,A가 주장하는 '구속 공로의 미리 적용'(원죄 제거 의미)은 B가 단죄하는 '세례 후에도 원죄가 그대로 남음'과 정면 충돌합니다.,YES,A가 주장하는 '구속 공로의 미리 적용'(원죄 제거 의미)은 B가 단죄하는 '세례 후에도 원죄가 그대로 남음'과 정면 충돌합니다.
0.738,CANON-MARRIAGE,혼인법,TRENT-S24-MARRIAGE,혼인 성사의 불가해소성,유효하게 맺어지고 완성된 성사적 혼인(Ratified and Consummated)은 부부 중 한 명이 죽기 전까지는 절대 파기되거나 이혼될 수 없다.,이혼 후 재혼이 도덕적으로 허용된다는 명제,YES,A가 주장하는 '절대 이혼 불가'는 B가 단죄하는 '이혼 후 재혼 가능'과 사실상 동일한 명제의 양 측면입니다. A의 입장이 참이면 B의 단죄 명제는 거짓입니다.,YES,A가 주장하는 '절대 이혼 불가'는 B가 단죄하는 '이혼 후 재혼 가능'과 사실상 동일한 명제의 양 측면입니다. A의 입장이 참이면 B의 단죄 명제는 거짓입니다.
0.733,LG-16,Lumen Gentium 16항: 복음을 모르는 이들의 구원 가능성,CCC-1257,세례의 필수성,자기 잘못 없이 그리스도의 복음과 교회를 모르면서도 성실한 마음으로 하느님을 찾고 양심의 지시에 따라 올바로 살려고 하는 이들은 영원한 구원에 이를 수 있다,성사는 구원에 불필요한 외적 의식일 뿐이다,YES,A가 주장하는 '성사 없이도 구원 가능'과 B가 단죄하는 '성사는 구원에 불필요'라는 명제가 사실상 동일하면서 정반대 입장을 취함.,YES,A가 주장하는 '성사 없이도 구원 가능'과 B가 단죄하는 '성사는 구원에 불필요'라는 명제가 사실상 동일하면서 정반대 입장을 취함.
0.728,DENZINGER-FEENEY,Feeney주의 정죄와 '열망의 세례',CCC-0847,교회 밖 구원 가능성,"가시적인 물의 세례를 받지 않고 가톨릭 교회에 외적으로 등록되지 않은 사람도, 하느님을 향한 선한 양심과 암묵적 열망이 있다면 구원받을 수 있다.",구원은 오직 가톨릭 교회의 가시적 구성원에게만 한정된다,YES,"A의 '세례 없이도, 교회 외부에서도 구원 가능'이라는 주장과 B가 단죄하는 '오직 교회 구성원에게만 구원'이라는 명제가 동일한 주제에서 정면 모순됩니다.",YES,"A의 '세례 없이도, 교회 외부에서도 구원 가능'이라는 주장과 B가 단죄하는 '오직 교회 구성원에게만 구원'이라는 명제가 동일한 주제에서 정면 모순됩니다."
0.727,CANON-SACR,성사 일반과 성체 영성체의 제한,COUNCIL-LATERAN_IV,교회 밖 구원 없음과 화체설,"죽을 위험 등 극히 예외적인 상황에서는, 일정한 조건을 갖춘 비가톨릭 기독교인에게도 성사(고해, 성체, 병자)를 합법적으로 수여할 수 있다(Canon 844).",가톨릭 교회에 속하지 않은 타 종파 신자나 이교도도 구원받을 수 있다.,YES,"Canon 844의 성사 수여 허락은 비가톨릭도 은총(구원)의 길이 열려있다는 의미이며, 이는 Lateran IV가 단죄하는 '비가톨릭도 구원 가능'과 사실상 동일합니다.",YES,"Canon 844의 성사 수여 허락은 비가톨릭도 은총(구원)의 길이 열려있다는 의미이며, 이는 Lateran IV가 단죄하는 '비가톨릭도 구원 가능'과 사실상 동일합니다."
0.724,COUNCIL-FLORENCE,Cantate Domino (가장 강력한 배타적 구원 교령),COUNCIL-LATERAN_IV,교회 밖 구원 없음과 화체설,"유대인, 이교도, 가톨릭에서 떨어져 나간 이단자나 분열파 신자는 죽기 전에 로마 가톨릭 교회에 결합되지 않으면 예외 없이 지옥에 간다.",가톨릭 교회에 속하지 않은 타 종파 신자나 이교도도 구원받을 수 있다.,YES,A가 주장하는 '비가톨릭 신자의 구원 불가'와 B가 단죄하는 '타 종파 신자나 이교도도 구원받을 수 있다'는 명제는 사실상 동일한 대상에 대한 정면 충돌이다.,YES,A가 주장하는 '비가톨릭 신자의 구원 불가'와 B가 단죄하는 '타 종파 신자나 이교도도 구원받을 수 있다'는 명제는 사실상 동일한 대상에 대한 정면 충돌이다.
0.723,CCC-456_478,강생과 그리스도의 구원 사역,CCC-161_165,믿음과 구원,예수 그리스도는 신성과 인성을 모두 온전히 지닌 유일한 구원 중개자이다.,예수 그리스도를 향한 믿음 없이도 구원을 얻을 수 있다.,YES,A가 주장하는 '그리스도가 유일한 구원 중개자'와 B가 단죄하는 '그리스도를 향한 믿음 없이도 구원'은 사실상 동일한 명제의 긍정과 부정으로 정면 충돌한다.,YES,A가 주장하는 '그리스도가 유일한 구원 중개자'와 B가 단죄하는 '그리스도를 향한 믿음 없이도 구원'은 사실상 동일한 명제의 긍정과 부정으로 정면 충돌한다.
0.718,CCC-1471,면죄부 (Indulgentia),CCC-954_962,성인들의 전구 (Intercession),면죄부의 근거는 그리스도와 성인들의 공로의 보고(thesaurus)이다,하느님과 인간 사이의 유일한 중개자인 예수 그리스도 외에 성인의 전구를 구하는 것은 그리스도의 중개직을 훼손하는 것이다.,YES,"A는 성인들의 공로를 면죄부의 근거로서 명시적으로 인정하는데, B가 단죄하는 것은 성인의 중개 자체를 그리스도의 중개직 훼손으로 거부하는 명제로, 이는 정면 충돌합니다.",YES,"A는 성인들의 공로를 면죄부의 근거로서 명시적으로 인정하는데, B가 단죄하는 것은 성인의 중개 자체를 그리스도의 중개직 훼손으로 거부하는 명제로, 이는 정면 충돌합니다."
0.702,CCC-0847,교회 밖 구원 가능성,UNAM-SANCTAM,교황 복종이 구원에 절대 필요,자기 잘못 없이 그리스도와 교회를 모르는 자도 구원받을 수 있다,교황에 대한 복종 없이도 구원받을 수 있다는 명제,YES,"A의 '교회를 모르는 자의 구원 가능성'은 사실상 '교황에 복종할 수 없는 자도 구원 가능'이라는 뜻이므로, B가 단죄하는 '교황 복종 없는 구원 가능성'과 정면 충돌함.",YES,"A의 '교회를 모르는 자의 구원 가능성'은 사실상 '교황에 복종할 수 없는 자도 구원 가능'이라는 뜻이므로, B가 단죄하는 '교황 복종 없는 구원 가능성'과 정면 충돌함."
0.698,VAT1-PASTOR-AETERNUS,교황 무류성 선언 (Ex Cathedra),CCC-880_896,교황 수위권 (Primacy),교황이 사도좌에서(ex cathedra) 신앙이나 도덕에 관한 교리를 확정할 때 무류하다,"교황은 단지 주교들 중 '동등한 자들 가운데 첫째(Primus inter pares)'일 뿐, 전체 교회에 대한 최고 재치권을 갖지 않는다.",YES,A가 주장하는 교황 무류성과 최고 권한은 B가 명시적으로 단죄하는 '교황의 최고 재치권' 명제와 사실상 동일하므로 정면 충돌합니다.,YES,A가 주장하는 교황 무류성과 최고 권한은 B가 명시적으로 단죄하는 '교황의 최고 재치권' 명제와 사실상 동일하므로 정면 충돌합니다.
0.691,COUNCIL-FLORENCE,Cantate Domino (가장 강력한 배타적 구원 교령),CCC-0847,교회 밖 구원 가능성,"가톨릭 교회와 일치하지 않은 자는 구제를 얼마나 많이 하든, 심지어 그리스도를 위해 피를 흘리며 순교하더라도 절대 구원받을 수 없다.",구원은 오직 가톨릭 교회의 가시적 구성원에게만 한정된다,YES,A(피렌체)가 '교회 밖 구원 불가능'을 주장하는 명제와 B가 단죄하는 '구원이 가톨릭 가시적 구성원에게만 한정'이라는 명제가 사실상 동일하므로 정면 모순.,YES,A(피렌체)가 '교회 밖 구원 불가능'을 주장하는 명제와 B가 단죄하는 '구원이 가톨릭 가시적 구성원에게만 한정'이라는 명제가 사실상 동일하므로 정면 모순.
0.689,CCC-1987_2016,"칭의(의화)와 은총, 그리고 공로",CCC-1213_1284,세례 성사의 은총,칭의(의화)는 죄의 사면과 내적인 성화(본성의 쇄신)를 모두 포괄한다.,세례를 받은 후에도 원죄가 그대로 남아 있다(형식적인 덮음만 있다).,YES,"A가 주장하는 '칭의는 내적 성화(본성 쇄신)를 포괄'은 원죄가 실질적으로 제거됨을 의미하며, 이는 B가 단죄하는 '형식적 덮음만 있고 원죄가 그대로 남음'과 정면으로 충돌합니다.",YES,"A가 주장하는 '칭의는 내적 성화(본성 쇄신)를 포괄'은 원죄가 실질적으로 제거됨을 의미하며, 이는 B가 단죄하는 '형식적 덮음만 있고 원죄가 그대로 남음'과 정면으로 충돌합니다."
0.687,LG-16,Lumen Gentium 16항: 복음을 모르는 이들의 구원 가능성,UNAM-SANCTAM,교황 복종이 구원에 절대 필요,신적 섭리는 이런 사람들에게 구원에 필요한 도움을 거부하지 않는다,가톨릭 교회 밖에서 구원이 가능하다는 명제,YES,"A가 주장하는 '구원에 필요한 도움을 거부하지 않는다'는 명제는 실질적으로 비신자도 구원받을 수 있는 가능성을 의미하며, 이는 B가 단죄하는 '교회 밖 구원 불가능'과 정면 충돌합니다.",YES,"A가 주장하는 '구원에 필요한 도움을 거부하지 않는다'는 명제는 실질적으로 비신자도 구원받을 수 있는 가능성을 의미하며, 이는 B가 단죄하는 '교회 밖 구원 불가능'과 정면 충돌합니다."
0.682,VATICAN2-GS,Gaudium et Spes (사목 헌장),DENZINGER-SYLLABUS,Syllabus Errorum (오류표)와 종교 자유 부정,"모든 인간 생명과 존엄성, 인권, 평화를 옹호하는 것은 교회의 중요한 사명이다.",모든 인간은 자신의 양심에 따라 종교를 선택하고 공적으로 예배할 수 있는 종교 자유의 권리를 가진다 (제2차 바티칸 공의회 Dignitatis Humanae의 핵심 주장과 완벽히 충돌).,YES,"A가 주장하는 '인권 옹호'에는 현대 가톨릭이 인정하는 종교 자유가 포함되며, 이는 B(Syllabus)가 단죄한 명제와 사실상 동일합니다. 역사적으로도 Vatican II가 Syllabus의 입장을 수정했습니다.",YES,"A가 주장하는 '인권 옹호'에는 현대 가톨릭이 인정하는 종교 자유가 포함되며, 이는 B(Syllabus)가 단죄한 명제와 사실상 동일합니다. 역사적으로도 Vatican II가 Syllabus의 입장을 수정했습니다."
0.681,CDF-RESPONSUM,Responsum ad Dubium (2021) 동성 결합 축복 금지,FIDUCIA-SUPPLICANS,동성 커플 축복 허용,"하느님은 객관적인 죄의 상태(동성 결합)를 축복할 수 없으므로, 교회 역시 동성 커플을 축복할 권한이 전혀 없다.",동성 커플에 대한 모든 형태의 축복이 금지된다는 명제,YES,"A(CDF-Responsum)는 모든 동성 커플 축복을 불가능하다 주장하나, B(Fiducia Supplicans)는 '모든 축복 금지'를 단죄함으로써 어떤 형태의 축복을 실질적으로 허용합니다. A와 B의 입장이 정면으로 대립합니다.",YES,"A(CDF-Responsum)는 모든 동성 커플 축복을 불가능하다 주장하나, B(Fiducia Supplicans)는 '모든 축복 금지'를 단죄함으로써 어떤 형태의 축복을 실질적으로 허용합니다. A와 B의 입장이 정면으로 대립합니다."
0.679,CCC-1257,세례의 필수성,TRENT-S06-C09,오직 믿음(Sola Fide)으로 의롭다 하면 파문,교회는 세례 외에 구원의 다른 수단을 알지 못한다,"루터의 ""오직 믿음"" 교리",YES,A가 주장하는 '세례 필수성'은 B가 단죄하는 '루터의 오직 믿음'(세례 불필요)과 정면 충돌합니다. 세례가 필수인지 불필수인지에 대한 동일 명제를 상반되게 주장/단죄합니다.,YES,A가 주장하는 '세례 필수성'은 B가 단죄하는 '루터의 오직 믿음'(세례 불필요)과 정면 충돌합니다. 세례가 필수인지 불필수인지에 대한 동일 명제를 상반되게 주장/단죄합니다.
0.679,TRENT-S06-C09,오직 믿음(Sola Fide)으로 의롭다 하면 파문,CCC-1987_2016,"칭의(의화)와 은총, 그리고 공로",의화(칭의)에는 믿음 외에 인간 의지의 준비와 성향(dispositio)이 필요하다,칭의는 오직 믿음만으로 이루어지며 내적 쇄신이 아닌 단순히 하느님이 죄를 덮어주시는 것이다(이신칭의 부정).,YES,A가 주장하는 '칭의에 인간 의지의 준비 필요'는 B가 단죄하는 '오직 믿음만'과 정면 충돌합니다. 칭의의 조건에 대해 상반되는 입장입니다.,YES,A가 주장하는 '칭의에 인간 의지의 준비 필요'는 B가 단죄하는 '오직 믿음만'과 정면 충돌합니다. 칭의의 조건에 대해 상반되는 입장입니다.
0.664,CCC-1452,완전한 통회 (Contritio Perfecta),TRENT-S14,고해성사와 병자성사,고해성사를 받겠다는 결심과 함께라면 완전한 통회로 대죄도 용서된다,죄를 사제에게 낱낱이 고백하지 않고 하느님께 직접 고백하는 것만으로 충분하다.,YES,"A는 고해성사(사제 고백)의 필요성을 주장하고, B가 단죄하는 것은 '사제 고백 없이 직접 고백만으로 충분하다'는 명제. 동일 주제에 대한 정면 충돌.",YES,"A는 고해성사(사제 고백)의 필요성을 주장하고, B가 단죄하는 것은 '사제 고백 없이 직접 고백만으로 충분하다'는 명제. 동일 주제에 대한 정면 충돌."
0.662,FIDUCIA-SUPPLICANS,동성 커플 축복 허용,CDF-RESPONSUM,Responsum ad Dubium (2021) 동성 결합 축복 금지,비정규적 상황에 있는 커플(동성 커플 포함)에게 사목적 축복을 줄 수 있다,동성 커플이라 할지라도 그들 안의 긍정적 요소를 인정하여 교회가 축복을 내릴 수 있다 (불과 2년 뒤인 2023년 Fiducia Supplicans와 완벽하고 직접적인 논리적 충돌).,YES,B가 단죄하는 명제('동성 커플에게도 교회가 축복을 내릴 수 있다')를 A가 정확히 긍정함으로써 정면 충돌합니다.,YES,B가 단죄하는 명제('동성 커플에게도 교회가 축복을 내릴 수 있다')를 A가 정확히 긍정함으로써 정면 충돌합니다.
0.655,UNAM-SANCTAM,교황 복종이 구원에 절대 필요,CCC-0847,교회 밖 구원 가능성,"하나이고 거룩한 가톨릭 사도 교회 밖에는 구원도, 죄의 사함도 없다 (Extra Ecclesiam nulla salus)",구원은 오직 가톨릭 교회의 가시적 구성원에게만 한정된다,YES,A가 주장하는 '교회 밖에는 구원이 없다'는 명제는 B가 단죄하는 '구원이 교회 가시적 구성원에게만 한정된다'는 배타주의와 사실상 동일합니다.,YES,A가 주장하는 '교회 밖에는 구원이 없다'는 명제는 B가 단죄하는 '구원이 교회 가시적 구성원에게만 한정된다'는 배타주의와 사실상 동일합니다.
0.655,TRENT-S25,"연옥, 성인 공경, 대사",TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,대사를 수여하는 교회의 권한은 그리스도께로부터 온 것이며 신자들에게 유익하다.,모든 신자가 죄를 사할 권한을 갖는다는 명제 (만인사제직의 확대 해석),YES,A가 주장하는 '교회의 대사(면죄) 수여 권한'은 B가 단죄하는 '모든 신자의 죄 사함 권한'과 정면 모순되어 사실상 동일 명제의 긍정과 부정입니다.,YES,A가 주장하는 '교회의 대사(면죄) 수여 권한'은 B가 단죄하는 '모든 신자의 죄 사함 권한'과 정면 모순되어 사실상 동일 명제의 긍정과 부정입니다.
0.653,VAT1-PASTOR-AETERNUS,교황 무류성 선언 (Ex Cathedra),TRENT-S24-MARRIAGE,혼인 성사의 불가해소성,교황이 사도좌에서(ex cathedra) 신앙이나 도덕에 관한 교리를 확정할 때 무류하다,교회가 혼인의 불가해소성을 가르치는 데 있어 오류를 범했다는 명제,YES,A가 주장하는 교황의 신앙·도덕 교리 확정 무류성은 B가 단죄하는 '혼인 불가해소성 교리의 오류'를 정면적으로 부정하므로 정면 충돌한다.,YES,A가 주장하는 교황의 신앙·도덕 교리 확정 무류성은 B가 단죄하는 '혼인 불가해소성 교리의 오류'를 정면적으로 부정하므로 정면 충돌한다.
0.652,CCC-402_412,원죄와 그 결과,CCC-161_165,믿음과 구원,원죄는 그리스도의 세례 성사를 통해서만 씻을 수 있다.,예수 그리스도를 향한 믿음 없이도 구원을 얻을 수 있다.,YES,"A가 주장하는 '세례를 통한 원죄 정화'는 그리스도의 은총과 구원 필요성을 함축하며, B가 단죄하는 '예수 그리스도 믿음 없이도 구원 가능'과 정면 충돌한다.",YES,"A가 주장하는 '세례를 통한 원죄 정화'는 그리스도의 은총과 구원 필요성을 함축하며, B가 단죄하는 '예수 그리스도 믿음 없이도 구원 가능'과 정면 충돌한다."
0.651,TRENT-S07-C05,세례가 구원에 필수 아니라 하면 파문,CCC-1257_1261,세례의 필수성,세례 없이는 구원에 이를 수 없다 (통상적 수단으로서),복음을 알 수 있는 사람이 세례 성사를 고의로 거부하고도 구원받을 수 있다.,YES,문서 A가 세례를 구원의 통상적 수단으로 필수화하는 주장을 문서 B가 '세례 거부 후 구원 가능'이라고 단죄함. 동일 명제에 대한 정면 충돌.,YES,문서 A가 세례를 구원의 통상적 수단으로 필수화하는 주장을 문서 B가 '세례 거부 후 구원 가능'이라고 단죄함. 동일 명제에 대한 정면 충돌.
0.65,CCC-0402,원죄의 보편적 전달,PAPAL-INEFF,Ineffabilis Deus (원죄 없이 잉태되신 동정 마리아),모든 인간은 태어날 때부터 원죄의 상태에 있다,성모 마리아 역시 다른 모든 인류와 마찬가지로 원죄를 지니고 잉태되었다.,YES,"문서 A의 '모든 인간은 원죄'라는 주장에 성모를 포함하면, 문서 B가 명시적으로 단죄하는 '성모의 원죄' 명제와 정면 충돌. 성모 무죄수태 교리가 이 예외를 표시.",YES,"문서 A의 '모든 인간은 원죄'라는 주장에 성모를 포함하면, 문서 B가 명시적으로 단죄하는 '성모의 원죄' 명제와 정면 충돌. 성모 무죄수태 교리가 이 예외를 표시."
0.649,CCC-487_511,"마리아: 무염시태와 평생동정, 몽소승천",CCC-0491,마리아 무염시태,마리아는 지상 생애가 끝난 후 영혼과 육신이 함께 하늘로 올림을 받았다.,마리아의 구원은 다른 인간과 동일한 방식으로 이루어졌다,YES,A가 주장하는 마리아의 특별한 방식(영혼과 육신의 승천)은 B가 단죌하는 '마리아의 구원은 다른 인간과 동일'이라는 명제와 정확히 정면 충돌합니다.,YES,A가 주장하는 마리아의 특별한 방식(영혼과 육신의 승천)은 B가 단죌하는 '마리아의 구원은 다른 인간과 동일'이라는 명제와 정확히 정면 충돌합니다.
0.649,CCC-1257,세례의 필수성,TRENT-S06-CH04,세례의 열망(Votum Baptismi),교회는 세례 외에 구원의 다른 수단을 알지 못한다,세례도 세례에 대한 열망도 없이 의화가 가능하다는 명제,YES,"A는 세례가 알려진 구원의 유일한 수단이라고 주장하고, B가 단죌하는 '세례 없이도 의화 가능'이라는 명제와 정확히 정면 충돌합니다.",YES,"A는 세례가 알려진 구원의 유일한 수단이라고 주장하고, B가 단죌하는 '세례 없이도 의화 가능'이라는 명제와 정확히 정면 충돌합니다."
0.646,TRENT-S07-C05,세례가 구원에 필수 아니라 하면 파문,TRENT-S06-CH04,세례의 열망(Votum Baptismi),세례 없이는 구원에 이를 수 없다 (통상적 수단으로서),세례도 세례에 대한 열망도 없이 의화가 가능하다는 명제,YES,"A는 '세례 없이는 구원에 이를 수 없다'고 주장하고 B는 정확히 '세례도 열망도 없이 의화 가능'이라는 명제를 단죄하므로, A의 주장과 B가 단죄하는 내용이 사실상 동일하다.",YES,"A는 '세례 없이는 구원에 이를 수 없다'고 주장하고 B는 정확히 '세례도 열망도 없이 의화 가능'이라는 명제를 단죄하므로, A의 주장과 B가 단죄하는 내용이 사실상 동일하다."
